2023-12-06 00:36:26,506 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:31,508 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:36,510 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:37,291 DEBUG   SenderThread:1272 [sender.py:send():380] send: stats
2023-12-06 00:36:37,396 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:36:37,396 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:36:37,398 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:36:41,560 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:46,564 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:51,566 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:36:52,388 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:36:52,389 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:36:52,399 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:36:56,580 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:37:01,582 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:37:06,584 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:37:07,291 DEBUG   SenderThread:1272 [sender.py:send():380] send: stats
2023-12-06 00:37:07,386 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-06 00:37:07,393 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: stop_status
2023-12-06 00:37:07,394 DEBUG   SenderThread:1272 [sender.py:send_request():407] send_request: stop_status
2023-12-06 00:37:12,483 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
2023-12-06 00:37:17,486 DEBUG   HandlerThread:1272 [handler.py:handle_request():146] handle_request: status_report
